1,11.8,16.58,78.99
0,14.95,18.77,97.84
0,14.44,15.18,93.97
0,13.74,17.91,88.12
0,13,20.78,83.51
0,8.219,20.7,53.27
0,9.731,15.34,63.78
0,11.15,13.08,70.87
0,13.15,15.34,85.31
0,12.25,17.94,78.27
1,17.68,20.74,117.4
0,16.84,19.46,108.4
0,12.06,12.74,76.84
0,10.9,12.96,68.69
0,11.75,20.18,76.1
1,19.19,15.94,126.3
1,19.59,18.15,130.7
0,12.34,22.22,79.85
1,23.27,22.04,152.1
0,14.97,19.76,95.5
0,10.8,9.71,68.77
1,16.78,18.8,109.3
1,17.47,24.68,116.1
0,14.97,16.95,96.22
0,12.32,12.39,78.85
1,13.43,19.63,85.84
1,15.46,11.89,102.5
0,11.08,14.71,70.21
0,10.66,15.15,67.49
0,8.671,14.45,54.42
0,9.904,18.06,64.6
1,16.46,20.11,109.3
0,13.01,22.22,82.01
0,12.81,13.06,81.29
1,27.22,21.87,182.1
1,21.09,26.57,142.7
1,15.7,20.31,101.2
0,11.41,14.92,73.53
1,15.28,22.41,98.92
0,10.08,15.11,63.76
1,18.31,18.58,118.6
0,11.71,17.19,74.68
0,11.81,17.39,75.27
0,12.3,15.9,78.83
1,14.22,23.12,94.37
0,12.77,21.41,82.02
0,9.72,18.22,60.73
1,12.34,26.86,81.15
1,14.86,23.21,100.4
0,12.91,16.33,82.53
1,13.77,22.29,90.63
1,18.08,21.84,117.4
1,19.18,22.49,127.5
1,14.45,20.22,94.49
0,12.23,19.56,78.54
1,17.54,19.32,115.1
1,23.29,26.67,158.9
1,13.81,23.75,91.56
0,12.47,18.6,81.09
1,15.12,16.68,98.78
0,9.876,17.27,62.92
1,17.01,20.26,109.7
0,13.11,22.54,87.02
0,15.27,12.91,98.17
1,20.58,22.14,134.7
0,11.84,18.94,75.51
1,28.11,18.47,188.5
1,17.42,25.56,114.5
1,14.19,23.81,92.87
1,13.86,16.93,90.96
0,11.89,18.35,77.32
0,10.2,17.48,65.05
1,19.8,21.56,129.7
1,19.53,32.47,128
0,13.65,13.16,87.88
0,13.56,13.9,88.59
0,10.18,17.53,65.12
1,15.75,20.25,102.6
0,13.27,17.02,84.55
0,14.34,13.47,92.51
0,10.44,15.46,66.62
0,15,15.51,97.45
0,12.62,23.97,81.35
1,12.83,22.33,85.26
1,17.05,19.08,113.4
0,11.32,27.08,71.76
0,11.22,33.81,70.79
1,20.51,27.81,134.4
0,9.567,15.91,60.21
0,14.03,21.25,89.79
1,23.21,26.97,153.5
1,20.48,21.46,132.5
0,14.22,27.85,92.55
1,17.46,39.28,113.4
0,13.64,15.6,87.38
0,12.42,15.04,78.61
0,11.3,18.19,73.93
0,13.75,23.77,88.54
1,19.4,23.5,129.1
0,10.48,19.86,66.72
0,13.2,17.43,84.13
0,12.89,14.11,84.95
0,10.65,25.22,68.01
0,11.52,14.93,73.87
1,20.94,23.56,138.9
0,11.5,18.45,73.28
1,19.73,19.82,130.7
1,17.3,17.08,113
1,19.45,19.33,126.5
1,13.96,17.05,91.43
1,19.55,28.77,133.6
1,15.32,17.27,103.2
1,15.66,23.2,110.2
1,15.53,33.56,103.7
1,20.31,27.06,132.9
1,17.35,23.06,111
1,17.29,22.13,114.4
1,15.61,19.38,100
1,17.19,22.07,111.6
1,20.73,31.12,135.7
0,10.6,18.95,69.28
0,13.59,21.84,87.16
0,12.87,16.21,82.38
0,10.71,20.39,69.5
0,14.29,16.82,90.3
0,11.29,13.04,72.23
1,21.75,20.99,147.3
0,9.742,15.67,61.5
1,17.93,24.48,115.2
0,11.89,17.36,76.2
0,11.33,14.16,71.79
1,18.81,19.98,120.9
0,13.59,17.84,86.24
0,13.85,15.18,88.99
1,19.16,26.6,126.2
0,11.74,14.02,74.24
1,19.4,18.18,127.2
1,16.24,18.77,108.8
0,12.89,15.7,84.08
0,12.58,18.4,79.83
0,11.94,20.76,77.87
0,12.89,13.12,81.89
0,11.26,19.96,73.72
0,11.37,18.89,72.17
0,14.41,19.73,96.03
0,14.96,19.1,97.03
0,12.95,16.02,83.14
0,11.85,17.46,75.54
0,12.72,13.78,81.78
0,13.77,13.27,88.06
0,10.91,12.35,69.14
1,11.76,18.14,75
0,14.26,18.17,91.22
0,10.51,23.09,66.85
1,19.53,18.9,129.5
0,12.46,19.89,80.43
1,20.09,23.86,134.7
0,10.49,18.61,66.86
0,11.46,18.16,73.59
0,11.6,24.49,74.23
0,13.2,15.82,84.07
0,9,14.4,56.36
0,13.5,12.71,85.69
0,13.05,13.84,82.71
0,11.7,19.11,74.33
0,14.61,15.69,92.68
0,12.76,13.37,82.29
0,11.54,10.72,73.73
0,8.597,18.6,54.09
0,12.49,16.85,79.19
0,12.18,14.08,77.25
1,18.22,18.87,118.7
0,9.042,18.9,60.07
0,12.43,17,78.6
0,10.25,16.18,66.52
1,20.16,19.66,131.1
0,12.86,13.32,82.82
1,20.34,21.51,135.9
0,12.2,15.21,78.01
0,12.67,17.3,81.25
0,14.11,12.88,90.03
0,12.03,17.93,76.09
1,16.27,20.71,106.9
1,16.26,21.88,107.5
1,16.03,15.51,105.8
0,12.98,19.35,84.52
0,11.22,19.86,71.94
0,11.25,14.78,71.38
0,12.3,19.02,77.88
1,17.06,21,111.8
0,12.99,14.23,84.08
1,18.77,21.43,122.9
0,10.05,17.53,64.41
1,23.51,24.27,155.1
0,14.42,16.54,94.15
0,9.606,16.84,61.64
0,11.06,14.96,71.49
1,19.68,21.68,129.9
0,11.71,15.45,75.03
0,10.26,14.71,66.2
0,12.06,18.9,76.66
0,14.76,14.74,94.87
0,11.47,16.03,73.02
0,11.95,14.96,77.23
0,11.66,17.07,73.7
1,15.75,19.22,107.1
1,25.73,17.46,174.2
1,15.08,25.74,98
0,11.14,14.07,71.24
0,12.56,19.07,81.92
0,13.05,18.59,85.09
0,13.87,16.21,88.52
0,8.878,15.49,56.74
0,9.436,18.32,59.82
0,12.54,18.07,79.42
0,13.3,21.57,85.24
0,12.76,18.84,81.87
0,16.5,18.29,106.6
0,13.4,16.95,85.48
1,20.44,21.78,133.8
1,20.2,26.83,133.7
0,12.21,18.02,78.31
1,21.71,17.25,140.9
1,22.01,21.9,147.2
1,16.35,23.29,109
0,15.19,13.21,97.65
1,21.37,15.1,141.3
1,20.64,17.35,134.8
0,13.69,16.07,87.84
0,16.17,16.07,106.3
0,10.57,20.22,70.15
0,13.46,28.21,85.89
0,13.66,15.15,88.27
1,11.08,18.83,73.3
0,11.27,12.96,73.16
0,11.04,14.93,70.67
0,12.05,22.72,78.75
0,12.39,17.48,80.64
0,13.28,13.72,85.79
1,14.6,23.29,93.97
0,12.21,14.09,78.78
0,13.88,16.16,88.37
0,11.27,15.5,73.38
1,19.55,23.21,128.9
0,10.26,12.22,65.75
0,8.734,16.84,55.27
1,15.49,19.97,102.4
1,21.61,22.28,144.4
0,12.1,17.72,78.07
0,14.06,17.18,89.75
0,13.51,18.89,88.1
0,12.8,17.46,83.05
0,11.06,14.83,70.31
0,11.8,17.26,75.26
1,17.91,21.02,124.4
0,11.93,10.91,76.14
0,12.96,18.29,84.18
0,12.94,16.17,83.18
0,12.34,14.95,78.29
0,10.94,18.59,70.39
0,16.14,14.86,104.3
0,12.85,21.37,82.63
1,17.99,20.66,117.8
0,12.27,17.92,78.41
0,11.36,17.57,72.49
0,11.04,16.83,70.92
0,9.397,21.68,59.75
0,14.99,22.11,97.53
1,15.13,29.81,96.71
0,11.89,21.17,76.39
0,9.405,21.7,59.6
1,15.5,21.08,102.9
0,12.7,12.17,80.88
0,11.16,21.41,70.95
0,11.57,19.04,74.2
0,14.69,13.98,98.22
0,11.61,16.02,75.46
0,13.66,19.13,89.46
0,9.742,19.12,61.93
0,10.03,21.28,63.19
0,10.48,14.98,67.49
0,10.8,21.98,68.79
0,11.13,16.62,70.47
0,12.72,17.67,80.98
1,14.9,22.53,102.1
0,12.4,17.68,81.47
1,20.18,19.54,133.8
1,18.82,21.97,123.7
0,14.86,16.94,94.89
1,13.98,19.62,91.12
0,12.87,19.54,82.67
0,14.04,15.98,89.78
0,13.85,19.6,88.68
0,14.02,15.66,89.59
0,10.97,17.2,71.73
1,17.27,25.42,112.4
0,13.78,15.79,88.37
0,10.57,18.32,66.82
1,18.03,16.85,117.5
0,11.99,24.89,77.61
1,17.75,28.03,117.3
0,14.8,17.66,95.88
0,14.53,19.34,94.25
1,21.1,20.52,138.1
0,11.87,21.54,76.83
1,19.59,25,127.7
0,12,28.23,76.77
0,14.53,13.98,93.86
0,12.62,17.15,80.62
0,13.38,30.72,86.34
0,11.63,29.29,74.87
0,13.21,25.25,84.1
0,13,25.13,82.61
0,9.755,28.2,61.68
1,17.08,27.15,111.2
1,27.42,26.27,186.9
0,14.4,26.99,92.25
0,11.6,18.36,73.88
0,13.17,18.22,84.28
0,13.24,20.13,86.87
0,13.14,20.74,85.98
0,9.668,18.1,61.06
1,17.6,23.33,119
0,11.62,18.18,76.38
0,9.667,18.49,61.49
0,12.04,28.14,76.85
0,14.92,14.93,96.45
0,12.27,29.97,77.42
0,10.88,15.62,70.41
0,12.83,15.73,82.89
0,14.2,20.53,92.41
0,13.9,16.62,88.97
0,11.49,14.59,73.99
1,16.25,19.51,109.8
0,12.16,18.03,78.29
0,13.9,19.24,88.73
0,13.47,14.06,87.32
0,13.7,17.64,87.76
0,15.73,11.28,102.8
0,12.45,16.41,82.85
0,14.64,16.85,94.21
1,19.44,18.82,128.1
0,11.68,16.17,75.49
1,16.69,20.2,107.1
0,12.25,22.44,78.18
0,17.85,13.23,114.6
1,18.01,20.56,118.4
0,12.46,12.83,78.83
0,13.16,20.54,84.06
0,14.87,20.21,96.12
0,12.65,18.17,82.69
0,12.47,17.31,80.45
1,18.49,17.52,121.3
1,20.59,21.24,137.8
0,15.04,16.74,98.73
1,13.82,24.49,92.33
0,12.77,29.43,81.35
0,9.333,21.94,59.01
0,12.88,28.92,82.5
0,10.29,27.61,65.67
0,10.16,19.59,64.73
0,9.423,27.88,59.26
0,14.59,22.68,96.39
0,11.51,23.93,74.52
0,14.05,27.15,91.38
0,11.2,29.37,70.67
1,15.22,30.62,103.4
1,20.92,25.09,143
1,21.56,22.39,142
1,20.13,28.25,131.2
1,16.6,28.08,108.3
1,20.6,29.33,140.1
0,7.76,24.54,47.92
